
                            < M A T L A B (R) >
                  Copyright 1984-2013 The MathWorks, Inc.
                    R2013a (8.1.0.604) 64-bit (glnxa64)
                             February 15, 2013

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> X-ray simulation startup file...
====== Fluorescence Detector Resolution is 5
====== Angle Number  1 of 12: 0
====== Angle Number  2 of 12: 1.636364e+01
====== Angle Number  3 of 12: 3.272727e+01
====== Angle Number  4 of 12: 4.909091e+01
====== Angle Number  5 of 12: 6.545455e+01
====== Angle Number  6 of 12: 8.181818e+01
====== Angle Number  7 of 12: 9.818182e+01
====== Angle Number  8 of 12: 1.145455e+02
====== Angle Number  9 of 12: 1.309091e+02
====== Angle Number  10 of 12: 1.472727e+02
====== Angle Number  11 of 12: 1.636364e+02
====== Angle Number  12 of 12: 180
>> >> >> >> >> >> ===================== 20
====== With Self Absorption, Transmission Detector Resolution is 30
ans =
        1600        2000
ans =
         320        2000
J1 =
        1566
J2 =
   290
J3 =
        1728
  it     nf     cg           f             f_xrf             f_xtm            |g|        alpha        error
 205    207   1532    5.68432255e-02    5.21260096e-02     4.71721590e-03    5.2e-02     1.0e+00      1.323e+01
 206    208   1541    5.67120504e-02    5.20603692e-02     4.65168117e-03    1.0e-01     1.0e+00      1.323e+01
 207    209   1550    5.65821178e-02    5.18861224e-02     4.69599540e-03    4.9e-02     1.0e+00      1.323e+01
 208    210   1555    5.65013534e-02    5.18441642e-02     4.65718928e-03    6.4e-02     1.0e+00      1.323e+01
 209    211   1565    5.28858894e-02    4.54180412e-02     7.46784824e-03    1.9e-01     1.0e+00      1.313e+01
 210    212   1567    5.05967040e-02    4.51469081e-02     5.44979590e-03    2.4e-01     1.0e+00      1.313e+01
 211    213   1573    4.91392400e-02    4.49741808e-02     4.16505917e-03    6.3e-02     1.0e+00      1.313e+01
 212    214   1579    4.90060816e-02    4.49159001e-02     4.09018149e-03    6.4e-02     1.0e+00      1.313e+01
 213    215   1588    4.88039865e-02    4.47300815e-02     4.07390502e-03    1.9e-01     1.0e+00      1.313e+01
 214    216   1598    4.86362966e-02    4.45934056e-02     4.04289101e-03    3.0e-02     1.0e+00      1.312e+01
 215    217   1600    4.86212162e-02    4.46012417e-02     4.01997445e-03    7.0e-02     1.0e+00      1.312e+01
 216    218   1610    4.84615666e-02    4.44106944e-02     4.05087222e-03    4.8e-02     1.0e+00      1.312e+01
 217    219   1615    4.83738262e-02    4.43793891e-02     3.99443710e-03    3.4e-02     1.0e+00      1.312e+01
 218    220   1625    4.81162260e-02    4.39887172e-02     4.12750880e-03    2.4e-02     1.0e+00      1.311e+01
 219    221   1633    4.78878866e-02    4.39345388e-02     3.95334778e-03    3.0e-02     1.0e+00      1.311e+01
 220    222   1643    4.75175612e-02    4.33769438e-02     4.14061730e-03    1.4e-01     1.0e+00      1.310e+01
 221    223   1645    4.73552985e-02    4.33608720e-02     3.99442649e-03    2.9e-01     1.0e+00      1.310e+01
 222    224   1651    4.71843082e-02    4.33056594e-02     3.87864884e-03    7.1e-02     1.0e+00      1.310e+01
 223    225   1655    4.71634809e-02    4.32813655e-02     3.88211540e-03    1.7e-02     1.0e+00      1.310e+01
 224    226   1665    4.65667868e-02    4.22972998e-02     4.26948709e-03    8.9e-02     1.0e+00      1.309e+01
 225    227   1672    4.60528503e-02    4.22237849e-02     3.82906547e-03    4.5e-02     1.0e+00      1.309e+01
 226    228   1675    4.60219244e-02    4.22125659e-02     3.80935849e-03    1.1e-01     1.0e+00      1.309e+01
 227    229   1685    4.58571584e-02    4.20323351e-02     3.82482337e-03    4.3e-02     1.0e+00      1.308e+01
 228    230   1695    4.56800527e-02    4.18944734e-02     3.78557927e-03    3.1e-02     1.0e+00      1.308e+01
 229    231   1704    4.55743874e-02    4.18295708e-02     3.74481657e-03    7.3e-02     1.0e+00      1.308e+01
 230    232   1713    4.54844978e-02    4.17274308e-02     3.75706696e-03    9.9e-02     1.0e+00      1.308e+01
 231    233   1723    4.53625004e-02    4.15930335e-02     3.76946688e-03    2.1e-02     1.0e+00      1.307e+01
 232    234   1725    4.53393468e-02    4.16012953e-02     3.73805155e-03    3.6e-02     1.0e+00      1.307e+01
 233    235   1735    4.52266290e-02    4.14949092e-02     3.73171975e-03    3.4e-02     1.0e+00      1.307e+01
 234    236   1745    4.51253310e-02    4.14228980e-02     3.70243302e-03    4.4e-02     1.0e+00      1.307e+01
 235    237   1754    4.50392978e-02    4.13285232e-02     3.71077457e-03    1.0e-01     1.0e+00      1.307e+01
 236    238   1764    4.49087151e-02    4.11606259e-02     3.74808923e-03    4.0e-02     1.0e+00      1.307e+01
 237    239   1766    4.48791285e-02    4.11749615e-02     3.70416707e-03    3.4e-02     1.0e+00      1.307e+01
 238    240   1776    4.47675248e-02    4.10751408e-02     3.69238405e-03    4.1e-02     1.0e+00      1.307e+01
 239    241   1785    4.46765135e-02    4.10032078e-02     3.67330569e-03    7.1e-02     1.0e+00      1.306e+01
 240    242   1795    4.45417193e-02    4.08539480e-02     3.68777129e-03    9.6e-02     1.0e+00      1.306e+01
 241    243   1805    4.44098358e-02    4.07603254e-02     3.64951047e-03    1.2e-01     1.0e+00      1.306e+01
 242    244   1814    4.43177660e-02    4.06524869e-02     3.66527905e-03    6.6e-02     1.0e+00      1.306e+01
 243    245   1823    4.42302980e-02    4.05909869e-02     3.63931108e-03    4.9e-02     1.0e+00      1.306e+01
 244    246   1833    4.41195674e-02    4.04675823e-02     3.65198507e-03    5.1e-02     1.0e+00      1.306e+01
 245    247   1842    4.40142313e-02    4.03949645e-02     3.61926678e-03    7.3e-02     1.0e+00      1.305e+01
 246    248   1852    4.38024439e-02    4.01482620e-02     3.65418187e-03    3.7e-01     1.0e+00      1.305e+01
 247    249   1856    4.36586186e-02    4.00478246e-02     3.61079406e-03    1.6e-02     1.0e+00      1.305e+01
 248    250   1866    4.31793143e-02    3.93449887e-02     3.83432559e-03    1.0e-01     1.0e+00      1.304e+01
 249    251   1869    4.28352801e-02    3.92688000e-02     3.56648007e-03    4.1e-02     1.0e+00      1.304e+01
 250    252   1875    4.27482801e-02    3.92385830e-02     3.50969711e-03    2.7e-02     1.0e+00      1.303e+01
 251    253   1885    4.17415244e-02    3.76053064e-02     4.13621792e-03    2.0e-01     1.0e+00      1.300e+01
 252    254   1888    4.11627522e-02    3.75058912e-02     3.65686104e-03    1.2e-01     1.0e+00      1.300e+01
 253    255   1894    4.08020845e-02    3.74392922e-02     3.36279227e-03    3.3e-02     1.0e+00      1.300e+01
 254    256   1897    4.07858615e-02    3.74302924e-02     3.35556906e-03    1.9e-02     1.0e+00      1.300e+01
 255    257   1907    4.02220374e-02    3.65878312e-02     3.63420618e-03    6.6e-01     1.0e+00      1.299e+01
 256    258   1913    3.97032332e-02    3.64237750e-02     3.27945818e-03    5.0e-02     1.0e+00      1.298e+01
 257    259   1916    3.96875889e-02    3.64188635e-02     3.26872541e-03    4.2e-02     1.0e+00      1.298e+01
 258    260   1926    3.95715149e-02    3.62393311e-02     3.33218379e-03    2.7e-02     1.0e+00      1.298e+01
 259    261   1935    3.94570727e-02    3.62094137e-02     3.24765895e-03    2.8e-02     1.0e+00      1.298e+01
 260    262   1945    3.93515521e-02    3.60403542e-02     3.31119798e-03    4.6e-02     1.0e+00      1.298e+01
 261    263   1954    3.92528485e-02    3.60253179e-02     3.22753066e-03    4.8e-02     1.0e+00      1.298e+01
 262    264   1964    3.89849354e-02    3.56184319e-02     3.36650342e-03    1.1e-01     1.0e+00      1.297e+01
 263    265   1970    3.87572947e-02    3.55577080e-02     3.19958670e-03    8.9e-02     1.0e+00      1.297e+01
 264    266   1974    3.87345999e-02    3.55555487e-02     3.17905119e-03    4.7e-02     1.0e+00      1.297e+01
 265    267   1984    3.85471554e-02    3.53025772e-02     3.24457825e-03    4.4e-02     1.0e+00      1.296e+01
 266    268   1991    3.83727459e-02    3.52182103e-02     3.15453560e-03    2.4e-02     1.0e+00      1.296e+01
 267    269   1994    3.83662697e-02    3.52188398e-02     3.14742989e-03    5.0e-02     1.0e+00      1.296e+01
 268    270   2003    3.80545066e-02    3.47287856e-02     3.32572101e-03    1.1e-01     1.0e+00      1.295e+01
 269    271   2010    3.77552054e-02    3.46597875e-02     3.09541793e-03    4.6e-02     1.0e+00      1.295e+01
 270    272   2020    3.75777825e-02    3.44116490e-02     3.16613350e-03    1.4e-01     1.0e+00      1.295e+01
 271    273   2025    3.74325341e-02    3.43592369e-02     3.07329717e-03    1.6e-02     1.0e+00      1.295e+01
 272    274   2029    3.74165359e-02    3.43455153e-02     3.07102061e-03    3.3e-02     1.0e+00      1.295e+01
 273    275   2039    3.72745396e-02    3.41428679e-02     3.13167171e-03    2.2e-02     1.0e+00      1.294e+01
 274    276   2046    3.71450468e-02    3.41044366e-02     3.04061023e-03    4.4e-02     1.0e+00      1.294e+01
 275    277   2056    3.67115945e-02    3.35514935e-02     3.16010098e-03    1.3e-01     1.0e+00      1.293e+01
 276    278   2059    3.64405131e-02    3.33837997e-02     3.05671337e-03    4.8e-02     1.0e+00      1.293e+01
 277    279   2069    3.62663648e-02    3.32811100e-02     2.98525483e-03    1.2e-01     1.0e+00      1.292e+01
 278    280   2079    3.61774628e-02    3.31894692e-02     2.98799365e-03    2.5e-02     1.0e+00      1.292e+01
 279    281   2081    3.61591025e-02    3.31906170e-02     2.96848551e-03    9.5e-02     1.0e+00      1.292e+01
 280    282   2090    3.60919925e-02    3.31293211e-02     2.96267141e-03    5.3e-02     1.0e+00      1.292e+01
 281    283   2099    3.60313243e-02    3.30713226e-02     2.96000166e-03    4.4e-02     1.0e+00      1.292e+01
 282    284   2109    3.59526938e-02    3.29982431e-02     2.95445070e-03    3.1e-02     1.0e+00      1.292e+01
 283    285   2119    3.58787823e-02    3.29375170e-02     2.94126526e-03    3.1e-02     1.0e+00      1.292e+01
 284    286   2129    3.58113589e-02    3.28658350e-02     2.94552382e-03    2.8e-02     1.0e+00      1.292e+01
 285    287   2139    3.57341868e-02    3.28020223e-02     2.93216451e-03    2.0e-01     1.0e+00      1.292e+01
 286    288   2148    3.56670561e-02    3.27427234e-02     2.92433267e-03    8.0e-02     1.0e+00      1.291e+01
 287    289   2157    3.56104842e-02    3.26866553e-02     2.92382888e-03    3.7e-02     1.0e+00      1.291e+01
 288    290   2167    3.55388637e-02    3.26246270e-02     2.91423670e-03    9.4e-02     1.0e+00      1.291e+01
 289    291   2176    3.54721145e-02    3.25652540e-02     2.90686044e-03    2.9e-02     1.0e+00      1.291e+01
 290    292   2186    3.53817265e-02    3.24702196e-02     2.91150694e-03    1.2e-01     1.0e+00      1.291e+01
 291    293   2193    3.53080110e-02    3.24209396e-02     2.88707140e-03    3.5e-02     1.0e+00      1.291e+01
 292    294   2203    3.51065249e-02    3.21465715e-02     2.95995337e-03    2.9e-01     1.0e+00      1.290e+01
 293    295   2208    3.49317742e-02    3.20706771e-02     2.86109714e-03    5.1e-02     1.0e+00      1.290e+01
 294    296   2212    3.49165090e-02    3.20699836e-02     2.84652540e-03    6.4e-02     1.0e+00      1.290e+01
 295    297   2222    3.43680653e-02    3.11947426e-02     3.17332274e-03    1.7e-01     1.0e+00      1.288e+01
 296    298   2224    3.42561686e-02    3.11623521e-02     3.09381658e-03    2.7e-01     1.0e+00      1.288e+01
 297    299   2228    3.38863291e-02    3.11047985e-02     2.78153058e-03    5.8e-02     1.0e+00      1.288e+01
 298    300   2231    3.38451399e-02    3.10916161e-02     2.75352376e-03    1.4e-02     1.0e+00      1.288e+01
 299    301   2241    3.36764546e-02    3.08574327e-02     2.81902185e-03    2.7e-01     1.0e+00      1.287e+01
 300    302   2245    3.35539393e-02    3.07997513e-02     2.75418808e-03    1.7e-02     1.0e+00      1.287e+01
LMQNBC: termination 5

-------------
Optimization costs per grid
-------------
N:         20
-------------
NF(it):   300
NF(nf):   302
NF(cg):  2245
-------------

>> >> 
