
                            < M A T L A B (R) >
                  Copyright 1984-2013 The MathWorks, Inc.
                    R2013a (8.1.0.604) 64-bit (glnxa64)
                             February 15, 2013

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> X-ray simulation startup file...
====== Fluorescence Detector Resolution is 5
====== Angle Number  1 of 12: 0
====== Angle Number  2 of 12: 1.636364e+01
====== Angle Number  3 of 12: 3.272727e+01
====== Angle Number  4 of 12: 4.909091e+01
====== Angle Number  5 of 12: 6.545455e+01
====== Angle Number  6 of 12: 8.181818e+01
====== Angle Number  7 of 12: 9.818182e+01
====== Angle Number  8 of 12: 1.145455e+02
====== Angle Number  9 of 12: 1.309091e+02
====== Angle Number  10 of 12: 1.472727e+02
====== Angle Number  11 of 12: 1.636364e+02
====== Angle Number  12 of 12: 180
>> >> >> >> >> >> ===================== 20
====== With Self Absorption, Transmission Detector Resolution is 30
  it     nf     cg           f             f_xrf             f_xtm            |g|        alpha        error
 199    200    814    2.88101270e-05    2.50647734e-05     3.74535357e-06    1.8e-03     1.0e+00      1.456e-01
 200    201    818    2.87928360e-05    2.50482138e-05     3.74462211e-06    2.5e-03     1.0e+00      1.456e-01
 201    202    822    2.87755679e-05    2.50357341e-05     3.73983373e-06    1.8e-03     1.0e+00      1.456e-01
 202    203    826    2.87583226e-05    2.50192112e-05     3.73911145e-06    2.5e-03     1.0e+00      1.456e-01
 203    204    830    2.87411002e-05    2.50067705e-05     3.73432970e-06    1.8e-03     1.0e+00      1.456e-01
 204    205    834    2.87239005e-05    2.49902842e-05     3.73361631e-06    2.5e-03     1.0e+00      1.456e-01
 205    206    838    2.87067235e-05    2.49778822e-05     3.72884132e-06    1.8e-03     1.0e+00      1.456e-01
 206    207    842    2.86895691e-05    2.49614325e-05     3.72813656e-06    2.5e-03     1.0e+00      1.456e-01
 207    208    846    2.86724372e-05    2.49490688e-05     3.72336844e-06    1.8e-03     1.0e+00      1.456e-01
 208    209    850    2.86553278e-05    2.49326557e-05     3.72267206e-06    2.5e-03     1.0e+00      1.456e-01
 209    210    854    2.86382408e-05    2.49203299e-05     3.71791092e-06    1.8e-03     1.0e+00      1.456e-01
 210    211    858    2.86211761e-05    2.49039534e-05     3.71722268e-06    2.5e-03     1.0e+00      1.456e-01
 211    212    862    2.86041337e-05    2.48916651e-05     3.71246862e-06    1.8e-03     1.0e+00      1.456e-01
 212    213    866    2.85871135e-05    2.48753252e-05     3.71178828e-06    2.5e-03     1.0e+00      1.456e-01
 213    214    870    2.85701154e-05    2.48630740e-05     3.70704140e-06    1.8e-03     1.0e+00      1.456e-01
 214    215    874    2.85531395e-05    2.48467707e-05     3.70636874e-06    2.5e-03     1.0e+00      1.456e-01
 215    216    878    2.85361855e-05    2.48345564e-05     3.70162915e-06    1.8e-03     1.0e+00      1.456e-01
 216    217    882    2.85192535e-05    2.48182896e-05     3.70096395e-06    2.5e-03     1.0e+00      1.456e-01
 217    218    886    2.85023435e-05    2.48061117e-05     3.69623174e-06    1.8e-03     1.0e+00      1.456e-01
 218    219    890    2.84854552e-05    2.47898814e-05     3.69557379e-06    2.5e-03     1.0e+00      1.455e-01
 219    220    894    2.84685888e-05    2.47777397e-05     3.69084905e-06    1.8e-03     1.0e+00      1.455e-01
 220    221    898    2.84517441e-05    2.47615459e-05     3.69019816e-06    2.5e-03     1.0e+00      1.455e-01
 221    222    902    2.84349210e-05    2.47494400e-05     3.68548098e-06    1.8e-03     1.0e+00      1.455e-01
 222    223    906    2.84181196e-05    2.47332826e-05     3.68483694e-06    2.5e-03     1.0e+00      1.455e-01
 223    224    910    2.84013397e-05    2.47212123e-05     3.68012742e-06    1.8e-03     1.0e+00      1.455e-01
 224    225    914    2.83845813e-05    2.47050913e-05     3.67949005e-06    2.5e-03     1.0e+00      1.455e-01
 225    226    918    2.83678444e-05    2.46930561e-05     3.67478825e-06    1.8e-03     1.0e+00      1.455e-01
 226    227    922    2.83511288e-05    2.46769715e-05     3.67415737e-06    2.5e-03     1.0e+00      1.455e-01
 227    228    926    2.83344346e-05    2.46649712e-05     3.66946339e-06    1.8e-03     1.0e+00      1.455e-01
 228    229    930    2.83177617e-05    2.46489229e-05     3.66883882e-06    2.4e-03     1.0e+00      1.455e-01
 229    230    934    2.83011100e-05    2.46369573e-05     3.66415273e-06    1.8e-03     1.0e+00      1.455e-01
 230    231    938    2.82844795e-05    2.46209451e-05     3.66353431e-06    2.4e-03     1.0e+00      1.455e-01
 231    232    942    2.82678700e-05    2.46090139e-05     3.65885619e-06    1.8e-03     1.0e+00      1.455e-01
 232    233    946    2.82512817e-05    2.45930379e-05     3.65824375e-06    2.4e-03     1.0e+00      1.455e-01
 233    234    950    2.82347144e-05    2.45811407e-05     3.65357367e-06    1.8e-03     1.0e+00      1.455e-01
 234    235    954    2.82181680e-05    2.45652010e-05     3.65296705e-06    2.4e-03     1.0e+00      1.455e-01
 235    236    958    2.82016426e-05    2.45533375e-05     3.64830508e-06    1.8e-03     1.0e+00      1.455e-01
 236    237    962    2.81851380e-05    2.45374338e-05     3.64770414e-06    2.4e-03     1.0e+00      1.455e-01
 237    238    966    2.81686542e-05    2.45256038e-05     3.64305035e-06    1.8e-03     1.0e+00      1.455e-01
 238    239    970    2.81521912e-05    2.45097362e-05     3.64245493e-06    2.4e-03     1.0e+00      1.455e-01
 239    240    974    2.81357489e-05    2.44979395e-05     3.63780938e-06    1.8e-03     1.0e+00      1.455e-01
 240    241    978    2.81193272e-05    2.44821079e-05     3.63721935e-06    2.4e-03     1.0e+00      1.455e-01
 241    242    982    2.81029262e-05    2.44703441e-05     3.63258210e-06    1.8e-03     1.0e+00      1.455e-01
 242    243    986    2.80865458e-05    2.44545484e-05     3.63199732e-06    2.4e-03     1.0e+00      1.455e-01
 243    244    990    2.80701858e-05    2.44428174e-05     3.62736844e-06    1.8e-03     1.0e+00      1.455e-01
 244    245    994    2.80538464e-05    2.44270576e-05     3.62678877e-06    2.4e-03     1.0e+00      1.455e-01
 245    246    998    2.80375273e-05    2.44153590e-05     3.62216831e-06    1.8e-03     1.0e+00      1.455e-01
 246    247   1002    2.80212287e-05    2.43996350e-05     3.62159364e-06    2.4e-03     1.0e+00      1.455e-01
 247    248   1006    2.80049503e-05    2.43879687e-05     3.61698165e-06    1.8e-03     1.0e+00      1.455e-01
 248    249   1010    2.79886923e-05    2.43722804e-05     3.61641184e-06    2.4e-03     1.0e+00      1.455e-01
 249    250   1014    2.79724545e-05    2.43606461e-05     3.61180838e-06    1.8e-03     1.0e+00      1.455e-01
 250    251   1018    2.79562369e-05    2.43449935e-05     3.61124332e-06    2.4e-03     1.0e+00      1.455e-01
 251    252   1022    2.79400394e-05    2.43333910e-05     3.60664843e-06    1.8e-03     1.0e+00      1.455e-01
 252    253   1026    2.79238620e-05    2.43177740e-05     3.60608801e-06    2.4e-03     1.0e+00      1.455e-01
 253    254   1030    2.79077047e-05    2.43062030e-05     3.60150175e-06    1.8e-03     1.0e+00      1.455e-01
 254    255   1034    2.78915674e-05    2.42906215e-05     3.60094585e-06    2.4e-03     1.0e+00      1.455e-01
 255    256   1038    2.78754501e-05    2.42790818e-05     3.59636825e-06    1.8e-03     1.0e+00      1.455e-01
 256    257   1042    2.78593526e-05    2.42635359e-05     3.59581678e-06    2.4e-03     1.0e+00      1.455e-01
 257    258   1046    2.78432751e-05    2.42520272e-05     3.59124789e-06    1.8e-03     1.0e+00      1.454e-01
 258    259   1050    2.78272174e-05    2.42365167e-05     3.59070073e-06    2.4e-03     1.0e+00      1.454e-01
 259    260   1054    2.78111795e-05    2.42250389e-05     3.58614059e-06    1.8e-03     1.0e+00      1.454e-01
 260    261   1058    2.77951614e-05    2.42095637e-05     3.58559764e-06    2.4e-03     1.0e+00      1.454e-01
 261    262   1062    2.77791629e-05    2.41981166e-05     3.58104630e-06    1.8e-03     1.0e+00      1.454e-01
 262    263   1066    2.77631841e-05    2.41826767e-05     3.58050746e-06    2.4e-03     1.0e+00      1.454e-01
 263    264   1070    2.77472250e-05    2.41712600e-05     3.57596495e-06    1.8e-03     1.0e+00      1.454e-01
 264    265   1074    2.77312854e-05    2.41558553e-05     3.57543014e-06    2.4e-03     1.0e+00      1.454e-01
 265    266   1078    2.77153654e-05    2.41444689e-05     3.57089649e-06    1.8e-03     1.0e+00      1.454e-01
 266    267   1082    2.76994648e-05    2.41290992e-05     3.57036560e-06    2.4e-03     1.0e+00      1.454e-01
 267    268   1086    2.76835838e-05    2.41177429e-05     3.56584085e-06    1.8e-03     1.0e+00      1.454e-01
 268    269   1090    2.76677221e-05    2.41024083e-05     3.56531381e-06    2.4e-03     1.0e+00      1.454e-01
 269    270   1094    2.76518798e-05    2.40910818e-05     3.56079799e-06    1.8e-03     1.0e+00      1.454e-01
 270    271   1098    2.76360568e-05    2.40757821e-05     3.56027471e-06    2.4e-03     1.0e+00      1.454e-01
 271    272   1102    2.76202532e-05    2.40644853e-05     3.55576785e-06    1.8e-03     1.0e+00      1.454e-01
 272    273   1106    2.76044687e-05    2.40492205e-05     3.55524825e-06    2.4e-03     1.0e+00      1.454e-01
 273    274   1110    2.75887036e-05    2.40379532e-05     3.55075037e-06    1.8e-03     1.0e+00      1.454e-01
 274    275   1114    2.75729575e-05    2.40227232e-05     3.55023436e-06    2.4e-03     1.0e+00      1.454e-01
 275    276   1118    2.75572306e-05    2.40114851e-05     3.54574550e-06    1.8e-03     1.0e+00      1.454e-01
 276    277   1122    2.75415228e-05    2.39962898e-05     3.54523301e-06    2.4e-03     1.0e+00      1.454e-01
 277    278   1126    2.75258341e-05    2.39850809e-05     3.54075318e-06    1.8e-03     1.0e+00      1.454e-01
 278    279   1130    2.75101644e-05    2.39699202e-05     3.54024414e-06    2.4e-03     1.0e+00      1.454e-01
 279    280   1134    2.74945136e-05    2.39587402e-05     3.53577337e-06    1.8e-03     1.0e+00      1.454e-01
 280    281   1138    2.74788818e-05    2.39436141e-05     3.53526771e-06    2.4e-03     1.0e+00      1.454e-01
 281    282   1142    2.74632689e-05    2.39324629e-05     3.53080602e-06    1.8e-03     1.0e+00      1.454e-01
 282    283   1146    2.74476748e-05    2.39173712e-05     3.53030366e-06    2.4e-03     1.0e+00      1.454e-01
 283    284   1150    2.74320996e-05    2.39062485e-05     3.52585107e-06    1.8e-03     1.0e+00      1.454e-01
 284    285   1154    2.74165432e-05    2.38911912e-05     3.52535194e-06    2.4e-03     1.0e+00      1.454e-01
 285    286   1158    2.74010055e-05    2.38800970e-05     3.52090848e-06    1.8e-03     1.0e+00      1.454e-01
 286    287   1162    2.73854865e-05    2.38650740e-05     3.52041252e-06    2.4e-03     1.0e+00      1.454e-01
 287    288   1166    2.73699862e-05    2.38540080e-05     3.51597819e-06    1.7e-03     1.0e+00      1.454e-01
 288    289   1170    2.73545045e-05    2.38390192e-05     3.51548534e-06    2.4e-03     1.0e+00      1.454e-01
 289    290   1174    2.73390414e-05    2.38279813e-05     3.51106016e-06    1.7e-03     1.0e+00      1.454e-01
 290    291   1178    2.73235969e-05    2.38130266e-05     3.51057035e-06    2.4e-03     1.0e+00      1.454e-01
 291    292   1182    2.73081709e-05    2.38020166e-05     3.50615434e-06    1.7e-03     1.0e+00      1.454e-01
 292    293   1186    2.72927634e-05    2.37870959e-05     3.50566752e-06    2.4e-03     1.0e+00      1.454e-01
 293    294   1190    2.72773744e-05    2.37761137e-05     3.50126069e-06    1.7e-03     1.0e+00      1.454e-01
 294    295   1194    2.72620038e-05    2.37612270e-05     3.50077680e-06    2.4e-03     1.0e+00      1.454e-01
 295    296   1198    2.72466515e-05    2.37502724e-05     3.49637916e-06    1.7e-03     1.0e+00      1.454e-01
 296    297   1202    2.72313176e-05    2.37354195e-05     3.49589814e-06    2.4e-03     1.0e+00      1.453e-01
 297    298   1206    2.72160020e-05    2.37244923e-05     3.49150970e-06    1.7e-03     1.0e+00      1.453e-01
 298    299   1210    2.72007047e-05    2.37096732e-05     3.49103150e-06    2.3e-03     1.0e+00      1.453e-01
 299    300   1214    2.71854256e-05    2.36987733e-05     3.48665227e-06    1.7e-03     1.0e+00      1.453e-01
 300    301   1218    2.71701647e-05    2.36839879e-05     3.48617684e-06    2.3e-03     1.0e+00      1.453e-01
LMQNBC: termination 5

-------------
Optimization costs per grid
-------------
N:         20
-------------
NF(it):   300
NF(nf):   301
NF(cg):  1218
-------------

>> >> 
